"","playlistlikesum","songtitlesum","songlikesum","singersum","songlyricsum"
"18","1412","썸데이 싱글파파는 열애중 OST 삽입곡","28393","김동희","어느 날 그대를 만나서 사랑의 기쁨을 깨닫고 나 같은 여자도 사랑을 알게 했다오 어느 날 그대를 만나서 사랑의 의미를 배우고 나라는 사람이 있단 걸 알게 됐다오 어느 날 그대를 만나서 나는 사랑을 했다오 그땐 사랑을 지우고 또 지워야 하는지 몰랐다오 사랑이 사랑을 머금고 눈물은 태연히 흐르고 이별이 뭔지도 몰라서 난 웃었다오 어느 날 그대를 만나서 나는 사랑을 했다오 그땐 심장을 떼 내고 버려도 안 되는 걸 정말 몰랐다오 그대 이름을 부르고 부르고 부르고 부르며 애를 써 봐도 눈물이 내손을 잡으며 잡으며 그대를 말려도 나 하나 사랑한 나만을 지켜봐 주던 그런 사람이 있단 걸 감사하며 보냈다오 어느 날 그대를 만나서 사랑의 의미를 배우고 나라는 사람이 있단 걸 알게 됐다오 어느 날 그대를 만나서 나는 사랑을 했다오 그땐 심장을 떼 내고 버려도 안 되는 걸 몰랐다오"
"19","1412","서방님","3377","이소은","잊어요 괜한 걱정마요 예전에 내가 말했잖아요 그대 가는 길가에 핀 이름모를 꽃처럼 있는 모습 그대로 지켜줘요 괜한 욕심말아요 언제나 내가 말하잖아요 여기 그대 눈 멀게한 소녀의 고운 미소 그리 영원하진 않아요 서방님 내 서방님 용서하세요 허락하려 할 수록 소녀는 우스워질테니 노여워 말아요 견뎌내야죠 처음부터 잘못택했었던 그대의 잘못인거죠  미워요 괜한 투정이죠 사실 내맘도 병들어가고 있죠 늘 그대 볼 수 있게 이대로 눈을 감고 달이 되어 살고 싶어요 서방님 내 서방님 알아주세요 정든님 넓은 가슴 멍들게 할 주제 못되니 노여워 않아요 견뎌내야죠 처음부터 떨치지 못했던 소녀의 잘못인거죠  우리의 잘못인거죠 오 언제라도 그대뿐이에요서방님 내 서방님 용서하세요 시간이 끝에 닿아도무엇이 또 그누가 잘못이 있을지라도 다시 산다해도 그댈 따르겟어요노여워 말아요 기다려야죠 그땔 기다려요 우 그런날이 오겠죠처음부터 사랑해도 좋은 그런 날이 오겠죠"
"20","1412","뚝뚝뚝 With 예슬","31637","스탠딩 에그","비가 올 것 같아 왠지 그럴것만 같아 그냥 이런 느낌 들 때가 있어 날 스치고 지나간 바람에 실린 향기가 비를 불러올것만 같아 지나 갈 때마다 우산을 들고있는 날 한번씩은 모두 다 쳐다보고 가 하지만 난 알아 오늘이 지나가기 전에 비가 내려올거라는 걸 한방울씩 뚝뚝뚝 어깨위로 뚝뚝뚝 떨어질때면 다시 내 맘 또 설레잖아 하나둘씩 뚝뚝뚝 자꾸만 두근거리네 너와 함께했던 지난날처럼 네가 올 것 같아 왠지 그럴것만 같아 친구들은 모두 아니라해도 하지만 난 알아 이 비가 그치기 전에 네가 돌아올것만 같아 한방울씩 뚝뚝뚝 어깨위로 뚝뚝뚝 떨어질때면 다시 내 맘 또 설레잖아 하나둘씩 뚝뚝뚝 자꾸만 두근거리네 너를 기다리는 내 하루처럼 내 머리위로 뚝뚝뚝 내 손등위로 뚝뚝뚝 발걸음위로 뚝뚝 뚜루루뚜 뚜루루뚜 내 머리위로 뚝뚝뚝 내 손등위로 뚝뚝뚝 발걸음위로 뚝뚝 뚜루루뚜 뚜루루뚜 창 밖으로 뚝뚝뚝 거리 위로 뚝뚝뚝 번져만가네 너를 향한 내 마음처럼 온 세상에 뚝뚝뚝 자꾸만 두근거리네 너와 함께 했던 지난날처럼 한걸음씩 뚝뚝뚝 나에게로 뚝뚝뚝 걸어오면 돼 비가 내게 오는 것처럼 하나둘씩 뚝뚝뚝 자꾸만 두근거리네 우리 행복했던 지난날처럼 한방울씩 하나둘씩 설렘이 어깨위로 내린다"
"21","1412","아무 말 안해도 돼","3711","애즈원","살며시 웃을 때 넌 그럴 때가 이뻐 정신 나간 사람처럼 보일 거야 아마 아무런 말도 없이 너와 있어도 난 좋아 이대로 내 곁에 있어줘 아직은 너에게 난 부족하지만 오늘은 아무 말 안해도 돼 그저 옆에서 날 보며 웃어줘 언제나 변함없는 그런 네가 좋아 가끔은 바보처럼 보이겠지 그래 익숙한 이 떨림 너와 영원히 느끼고파 이대로 내 곁에 있어줘 아직은 너에게 난 부족하지만 오늘은 아무 말 안해도 돼 그저 옆에서 날 보며 웃어줘 예 이대로 너의 품에 안기고 싶어 난 잠이 들고파 네 옆에서 그저 네 곁에서 음 그렇게 날 보며 웃어줘 이대로 시간이 멈춰버렸으면 좋겠어 모든게 사라져가도 넌 그저 옆에서 날 보며 웃어줘 내 곁에서 날 보며 웃어줘 그저 옆에서 그저 내 곁에서"
"22","1412","Ring My Bell","35162","수지 SUZY","어디선가 날 부르는데 혹시 그대일까 괜히 설레이잖아 난 사실 오늘도 또 그대 생각에 숨겨둔 내 맘을 꺼내 놓고 바라만 보네 나 먼저 그댈 좋아한다고 말하면 멀어질까봐 내 맘을 숨기려 해도 나 이렇게 널 사랑하잖아 I wish ooh ooh ooh Ring My Bell I want you ooh ooh Ring My Bell 혹시라도 우리 만날 때마다 내 심장이 뛰는 소리가 들린다면 그대 아무 말 없이 나를 안아 주기를 그대 맘을 보여줘요 괜히 어색하지 않게 멋있게 다가와봐요 나 이렇게 널 기다리잖아 I wish ooh ooh ooh Ring My Bell I want you ooh ooh Ring My Bell 혹시라도 우리 만날 때마다 내 심장이 뛰는 소리가 들린다면 나를 안아 주기를 눈을 감아 봐도 언제나 그대 내 앞에 서 있기를 나만 사랑하기를 그대 I wish ooh ooh ooh Ring My Bell 그대 만을 기다리네 I want you ooh ooh Ring My Bell 언제라도 내가 보고 싶다면 한 걸음에 달려갈 텐데 들킬까봐 오늘도 난 이렇게 그대를 기다리네 나 그대를 사랑해"
"23","1412","행복한 나를","39015","Lim Kim","몇 번 인가 이별을 경험하고서 널 만났지 그래서 더 시작이 두려웠는지 몰라 하지만 누군 갈 알게 되고 사랑하게 되는 건 니가 마지막이라면 얼마나 좋을까 우 나처럼 바쁜 하루 중에도 잠시 네 목소리 들으면 함께 있는 것처럼 너도 느껴지는지 매일 밤 집으로 돌아갈 때 그 곳에 니가 있다면 힘든 하루 지친 니 마음이 내 품에 안겨 쉴 텐데 지금처럼만 날 사랑해줘 난 너만 변하지 않는다면 내 모든걸 가질 사람은 너뿐이야 난 흔들리지 않아 넌 가끔은 자신이 없는 미래를 미안해 하지만 잊지 말아줘 사랑해 너와 함께라면 이젠 행복한 나를 바쁜 하루 중에도 잠시 네 목소리 들으면 함께 있는 것처럼 너도 느껴지는지 매일 밤 집으로 돌아갈 때 그 곳에 니가 있다면 힘든 하루 지친 니 마음이 내 품에 안겨 쉴 텐데 지금처럼만 날 사랑해줘 난 너만 변하지 않는다면 내 모든걸 가질 사람은 너뿐이야 난 흔들리지 않아 넌 가끔은 자신이 없는 미래를 미안해 하지만 잊지 말아줘 사랑해 너와 함께라면 이젠 행복한 나를 난 많은 기대들로 세상이 정해 놓은 사랑을 버리고 니 마음처럼 난 늘 같은 자리에 또 하나의 니가 되고 싶어 소중한 널 위해 지금처럼만 사랑해줘 항상 너만 변하지 않으면 내 전불 가진 사람은 너뿐이야 난 흔들리지 않아 자신 없는 미래 넌 미안해 하고 있니 넌 이제 혼자가 아니야 이젠 잊지마 너와 함께라면 언제나 행복한 나를"
"24","1412","우주를 줄게","263471","볼빨간사춘기","커피를 너무 많이 마셨나 봐요 심장이 막 두근대고 잠은 잘 수가 없어요 한참 뒤에 별빛이 내리면 난 다시 잠들 순 없겠죠 지나간 새벽을 다 새면 다시 네 곁에 잠들겠죠 너의 품에 잠든 난 마치 천사가 된 것만 같아요 난 그대 품에 별빛을 쏟아 내리고 은하수를 만들어 어디든 날아가게 할거야 Cause Im a pilot anywhere Cause Im a pilot anywhere lighting star shooting star 줄게 내 Galaxy Cause Im a pilot anywhere Cause Im your pilot 네 곁에 저 별을 따 네게만 줄게 my Galaxy Like a star 내리는 비처럼 반짝이는 널 가지고 싶어 Get ma mind 엄지와 검지만 해도 내 마음을 너무 잘 표현해 붙어 안달 나니까 마냥 떨리기만 한 게 아냐 준비가 되면 쏘아 올린 인공위성처럼 네 주윌 마구 맴돌려 해 더 가까워진다면 네가 가져줄래 이 떨림을 어제는 내가 기분이 참 좋아서 지나간 행성에다가 그대 이름 새겨 놓았죠 한참 뒤에 별빛이 내리면 그 별이 가장 밝게 빛나요 지나간 새벽을 다 새면 다시 네 곁에 잠들겠죠 별빛 아래 잠든 난 마치 온 우주를 가진 것만 같아 난 그대 품에 별빛을 쏟아 내리고 은하수를 만들어 어디든 날아가게 할거야 Cause Im a pilot anywhere Cause Im a pilot anywhere Lighting star Shooting star 줄게 내 Galaxy Cause Im a pilot anywhere Cause Im your pilot 네 곁에 저 별을 따 네게만 줄게 my Galaxy Cause Im a pilot anywhere Cause Im a pilot anywhere Lighting star Shooting star 줄게 내 Galaxy Cause Im a pilot Im your pilot Lighting star Shooting star 줄게 my Galaxy la la la la la la la la la la la la"
"25","1412","24시간이 모자라","7485","권진아","24시간 woo 24시간 woo 시간이 너무나 빨리 가 너와의 하루가 일분 같아 난 미칠 것 같아 너에게 갈 때는 달려가 떠나야 할 때는 발이 안가 떨어지질 않아 널 보고 있으면 모든 걸 다 잊어버려 니가 나를 가득 채워 널 안고 있으면 모든 게 완벽해 이대로 영원히 있고 싶어 24시간이 모자라 너와 함께 있으면 너와 눈을 맞추면 24시간이 모자라 내가 너를 만지고 니가 나를 만지면 24시간 24시간 24시간 woo 처음 느껴본 감정이라서 끝없이 빠져 드는 게 무서워 하지만 그게 너라면 니가 나를 잡아주면 난 계속 가고 싶어 woo 24시간 24시간이 모자라 너와 함께 있으면 너와 눈을 맞추면 24시간이 모자라 내가 너를 만지고 니가 나를 만지면 woo 24시간 woo"
"26","1412","Love","8312","권진아","I can call it love My babe 나도 몰래 찾아 오는 설레임에 You can call it love 망설이지마 Gotta take you love for me yeah 매일 똑같은 지루함 속에 널 만나는걸 Girl Im feelin you I know you feel it too Cause 너의 눈 속에 언제부턴가 내 모습이 보이고 있어 어린아이 같은걸 숨길 수가 없는걸 두근거림조차 느껴져 I wanna be loved 내게 다가와 너의 손을 잡을게 내 눈에 너를 담을래 I can call it love My babe 나도 몰래 다가오는 설레임에 You can call it love 망설이지마 도망치지마 늘 곁에 있어줘 I can call it love My babe 나도 몰래 다가오는 설레임에 You can call it love You can call it love Gotta take you love for me yeah I can call it love My babe 나도 몰래 다가오는 설레임에 You can call it love 망설이지마 도망치지마 늘 곁에 있어줘 I can call it love My babe 나도 몰래 다가오는 설레임에 You can call it love You can call it love Gotta take you love for me yeah You can call it love You can call it love"
"27","1412","사랑을 시작해도 되겠습니까","6850","모던 쥬스","눈부신 태양을 한참동안 바라보다 눈을 감으면 아른거리는 오렌지빛 잔향처럼 어떡해 내 눈 안에 니가 들어와버린거야 눈을 감아도 환하게 웃던 니 모습이 남아 있는걸 혹시라도 느껴지니 온 몸에 따뜻한 온기를 꼭 터질 것 같은 가슴을 넌 느낄수 있겠니 조그맣게 들리니 뜨거운 내 심장이 뭘 말하고 싶나봐 사랑이 올 것 같다고 좋은 일만 생길 것 같아 수줍은 내 입술이 뭘 말하고 싶나봐 고백을 해도 되겠니 I wanna fall in love  간 주 중  널 보는 내 모든 게 하나 둘 씩 달라진거야 입가엔 항상 미소 가득한 웃음만이 남아 있을뿐 눈이 먼 사람 처럼 아무것도 보이지 않는 건 아마도 너라는 태양에 난 눈이 멀었나봐 조그맣게 들리니 뜨거운 내 심장이 뭘 말하고 싶나봐 사랑이 올 것 같다고 좋은 일만 생길 것 같아 수줍은 내 입술이 뭘 말하고 싶나봐 고백을 해도 되겠니 I wanna fall in love 저버린 내 맘을 빼앗겨 버린 맘을 다 너에게 주어도 아깝진 않을 것 같아 오랫동안 감춰두었던 아껴둔 내사랑을 다 모두 다 꺼낼게 그리고 고백을 할께 널 사랑한다고"
"28","1412","꿈처럼","119314","벤","나만 홀로 느낀 황홀함일까 그저 바라보는 시선이 무거워 맴도는 발걸음 여전히 네가 보고 싶어 i need your mind I remember 차가웠던 그 날 자꾸 떨리는 내 가슴이 혼자 울까봐 눈을뜨면 희미해져버릴 꿈처럼 놔줘 그게 아니면 곁에있어줘 무거워진 어깰 내게 보이며 미워하지도 못하게 막아선 너 따갑게 스치는 새벽에 네가 보고 싶어 i need your mind I remember 차가웠던 그 날 자꾸 떨리는 내 가슴이 혼자 울까봐 눈을뜨면 희미해져버릴 꿈처럼 놔줘 그게 아니면 곁에있어줘 울어서 좋을게 없는데 깊게 새긴 흔적이 서러워 혹시 몰라 그대가올까 봐 I remember 슬퍼보였던 날 자꾸 떨리는 내 어깨를 네가 볼까봐 눈을뜨면 희미해져버릴 꿈처럼 놔줘 그게 아니면 곁에있어줘 지금"
"29","1412","키친","7024","이소은","귀여운 에이프런 두르고서 니앞에 수줍게 말하지 오늘 널 위해 요리한다고 재료를 준비하는 내 손길은 바쁘고 마음만 급하고 너는 이런 날 귀엽다 하고 내 손으로 만든 저녁식탁을 선물하고 싶은걸 서투른 내 요리 솜씨에 실망하지마 그래 나도 처음이야 누구도 아냐 바로 너야 혹시라도 우리사이 멀어진다면 난 어떡해 그래 너를 갖고 싶어 누구도 줄수 없단 말야 바로 너란 이유로 변했어 사랑하고 싶어  저녁엔 산책 삼아 오른쪽엔 바구니 왼쪽엔 너의 팔 양쪽에 끼고 수퍼에 들러 시장을 보는거야 간식거릴 고르고 야채도 살피고 니가 좋아할 우유도사고 내 손으로 만든 저녁식탁을 선물하고 싶은걸 서투른 내 요리 솜씨에 실망하지마 그래 나도 처음이야 누구도 아냐 바로 너야 혹시라도 우리사이 멀어진다면 난 어떡해 그래 너를 갖고 싶어 누구도 줄수 없단 말야 바로 너란 이유로 변했어 사랑하고 싶어  우리 언젠가 매일 아침 단 둘이서만 나눌 기쁨 그래 나도 처음이야 누구도 아냐 바로 너야 혹시라도 우리사이 멀어진다면 난 어떡해 그래 너를 갖고 싶어 누구도 줄수 없단 말야 바로 너란 이유로 변했어 사랑하고 싶어 그렇게 우리는 달콤해 난 이대로 좋아"
"30","1412","좋아 좋아","10684","서영은","처음 널 만나는 날 노란 세송이 장미를 들고 룰루랄라 신촌을 향하는 내 가슴은 마냥 두근두근  생머리 휘날리며 나를 향해 손을 흔드는 너 머리에서 발끝까지 나를 사로잡네 이야에로  니가 좋아 너무 좋아 모든 걸 주고 싶어 너에게만은 내 마음 난 꾸미고 싶지 않아 언제까지언제까지 너와 함께너와 함께 있을꺼야 예이예 룰루랄라 신촌을 누비는 내 마음은 마냥 이야에로  여보세요 나의 천사 어떻게 내 마음을 훔쳤나요 괜찮아요 나의 천사 가져간 내 마음을 고이 간직해줘요  니가 좋아 너무 좋아 모든 걸 주고 싶어 너에게만은 내 마음 난 꾸미고 싶지 않아 언제까지언제까지 너와 함께너와함께 있을꺼야 예이예  니가 좋아 너무 좋아 모든 걸 주고 싶어 너에게만은 내 마음 난 꾸미고 싶지 않아 니가 좋아 너무 좋아 모든 걸 주고 싶어 니가 좋아 너무 좋아 모든 걸 주고 싶어 니가 좋아"
"31","1412","오르막길","98029","정인","이제부터 웃음기 사라질거야 가파른 이 길을 좀 봐 그래 오르기 전에 미소를 기억해두자 오랫동안 못 볼 지 몰라 완만했던 우리가 지나온 길엔 달콤한 사랑의 향기 이제 끈적이는 땀 거칠게 내쉬는 숨이 우리 유일한 대화일지 몰라 한걸음 이제 한걸음일 뿐 아득한 저 끝은 보지마 평온했던 길처럼 계속 나를 바라봐줘 그러면 견디겠어 사랑해 이 길 함께 가는 그대 굳이 고된 나를 택한 그대여 가끔 바람이 불 때만 저 먼 풍경을 바라봐 올라온 만큼 아름다운 우리 길 기억해 혹시 우리 손 놓쳐도 절대 당황하고 헤매지 마요 더 이상 오를 곳 없는 그 곳은 넓지 않아서 우린 결국엔 만나 오른다면 한 걸음 이제 한걸음일 뿐 아득한 저 끝은 보지마 평온했던 길처럼 계속 나를 바라봐줘 그러면 난 견디겠어 사랑해 이 길 함께 가는 그대여 굳이 고된 나를 택한 그대여 가끔 바람이 불 때만 저 먼 풍경을 바라봐 올라온 만큼 아름다운 우리 길 기억해 혹시 우리 손 놓쳐도 절대 당황하고 헤매지 마요 더 이상 오를 곳 없는 그 곳은 넓지 않아서 우린 결국엔 만나 크게 소리 쳐 사랑해요 저 끝까지"
"32","1412","이대로 멈춰","35434","유성은","언제부턴가 내 맘은 hu 초콜릿보다 달콤한 그대 곁에 멈춰 있죠 I know Its tonight 미치도록 아름다운 이 밤을 그대에게 맡겨요 음악은 틀지 말아요 그대 목소리가 노래야 촛불은 켜지 말아요 so love me down 이대로 멈춰 다시 오지 않을 이 밤 그대로 춤춰 이 공간 속에 나와 눈을 맞추고 I say 아아아아 아 그 흔적을 남겨줘요 I say no oh no oh 너의 여자가 될게 밤은 깊어가 별이 비추는 그대 눈빛은 나를 천국으로 데려가 전화는 받지 말아요 나의 심장소릴 느껴봐 시계는 보지 말아요 so slowly down 이대로 멈춰 다시 오지 않을 이 밤 그대로 춤춰 이 공간 속에 나와 눈을 맞추고 I say 아아아아 아 그 흔적을 남겨줘요 I say no oh no oh 너의 여자가 될게 아침이 내려 오기 전 끌어 안고 춤을 춰요 조금만 더 지금 이순간 마지막인 것처럼 Falling in love 이대로 멈춰 우리만의 이 밤 그대로 춤춰 이 공간 속에 나와 눈을 맞추고 I say 아아아아 아 그 흔적을 남겨줘요 I say no oh no oh 너의 여자가 될게 이대로 멈춰"
"33","1412","매일 그대와","20755","소진 Sojin","매일 그대와 아침 햇살 받으며 매일 그대와 눈을 뜨고파 매일 그대와 도란도란 둘이서 매일 그대와 얘기하고파 새벽 비 내리는 거리도 저녁놀 불타는 하늘도 우리를 둘러싼 모든 걸 같이 나누고파 매일 그대와 밤에 품에 안겨 매일 그대와 잠이 들고파 새벽 비 내리는 거리도 저녁놀 불타는 하늘도 우리를 둘러싼 모든 걸 같이 나누고파 매일 그대와 아침 햇살 받으며 매일 그대와 눈을 뜨고파 매일 그대와 잠이 들고파 매일 그대와 매일 그대와"
"34","1412","귀여운 넌","12088","정아 애프터스쿨","나만을 사랑해 달라면서 내 손을 지그시 깨무는 너 그 표정이 너무 사랑스러워 물가에 내논 어린애라며 자기 아님 난 안된다면서 그렇게 나를 안아주던 너 하지만 사랑이 식었다며 더 이상 보고싶지 않다며 하루종일 나를 못살게 해도 보고싶었단 내 한마디에 미안해 눈도 못 맞추는 미워도 미워할 수 없는 니가 너무 귀여워 난 그냥 너만을 사랑해 이런 내 맘 멈출수가 없어서 조금만 이 순간을 잡아보고싶어서 오늘밤에도 난 니가 너무 사랑스러워 정말 잠들 수가 없는 바보죠 날위해 요리를 해준다며 좋아하는 요리가 뭐냐며 하루종일 나를 귀찮게해도 정말 맛있단 내 한마디에 다시 듣고 싶다며 웃는 미워도 미워할 수 없는 니가 너무 귀여워 난 그냥 너만을 사랑해 이런 내 맘 멈출수가 없어서 조금만 이 순간을 잡아보고 싶어서 오늘 밤에도 난 니가 너무 사랑스러워 정말 잠들 수가 없는 바보죠 사랑한다는 말 한마디 내 마음을 들킬까 바보같이 난 화만 내고 그랬죠 내가 그랬죠 그대라는 사람 어깨에 언제까지 기대고 싶은 내 마음에 단 한사람 그대라는 걸 난 그냥 너만을 난 그냥 너만을 사랑해 이런 내맘 멈출 수가 없어서 조금만 이 순간을 잡아보고 싶어서 오늘 밤에도 난 니가 너무 사랑스러워 정말 잠들 수가 없는 바보죠  baby love baby love baby love oh Yeah"
"35","1412","Kissing U","3774","린","다가와 한 걸음만 더 My Love 나를 안아줘 저 햇살 아래 우리 둘이 너무 아름답잖아 내게 와 매일 밤 우리 My Love 사랑을 속삭여 서롤 닮아갈 그대와 내 모습 너무 눈부시잖아 나 그대만 보면 내 입술이 뜨거워 사랑한다는 말 참을 수 없어 그대 입술에 오늘도 난 Kissing U  불어와 그대의 숨결 꿈처럼 내게 흘러와 그대 품에서 잠드는 순간이 너무 행복하잖아 나 그대만 보면 내 입술이 뜨거워 사랑한다는 말 참을 수 없어 그대 입술에 오늘도 난 그대와 함께 영원하길 약속해 나만 바라보는 눈빛 따뜻하게 나를 안을 때마다 달콤하게 Kissing U 커피 향처럼 매일 기분 좋은 우리 사랑 늘 영원하길 그대 내 곁에 있기에 그 누구보다 나는 행복해 나 그대만 보면 내 입술이 뜨거워 사랑한다는 말 참을 수 없어 그대 입술에 오늘도 난 Kissing U 그대 영원하길 약속해 나만 바라보는 눈빛 따뜻하게 나를 안을 때마다 달콤하게 Kissing U"
